domain,name,portrait_url,affiliation,id,label,gender,citations,h-index,co_author
social science,George Kingsley Zipf,https://scholar.google.co.uk/citations?view_op=medium_photo&user=nLm1gnIAAAAJ&citpid=5,Harvard University,nLm1gnIAAAAJ,"['Linguistics', 'Psychology', 'Bibliometrics']",male,19419,18,
social science,Peter A. Hancock,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Ety6xSQAAAAJ&citpid=2,"Professor of Psychology, University of Central Florida",Ety6xSQAAAAJ,"['Psychology', 'Human Factors']",male,19358,69,
social science,jennifer lerner,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ZDfRizQAAAAJ&citpid=7,Carnegie Mellon University; Harvard University,ZDfRizQAAAAJ,"['psychology', 'emotion', 'judgment', 'decision science', 'stress']",female,19341,39,
social science,James Mahoney,https://scholar.google.co.uk/citations?view_op=medium_photo&user=mKoUY5IAAAAJ&citpid=2,"Northwestern University, Departments of Political Science and Sociology",mKoUY5IAAAAJ,"['Political Science', 'Sociology', 'Comparative Historical Analysis', 'Latin America', 'Methodology']",male,19323,45,
social science,Helene Raskin White,https://scholar.google.co.uk/citations?view_op=medium_photo&user=OS2NHLYAAAAJ&citpid=2,"Distinguished Professor of Sociology, Center of Alcohol Studies, Rutgers University",OS2NHLYAAAAJ,"['sociology', 'alcohol studies', 'substance use', 'criminology']",female,19000,73,
social science,Pietro Pietrini,https://scholar.google.co.uk/citations?view_op=medium_photo&user=nTEcuYcAAAAJ&citpid=2,IMT Lucca,nTEcuYcAAAAJ,"['Psychiatry', 'Neuroscience', 'Psychology', 'Forensic Psychiatry', 'Imaging']",male,18877,59,
social science,Martin Hagger,https://scholar.google.co.uk/citations?view_op=medium_photo&user=-5rAFa8AAAAJ&citpid=4,"Professor of Psychology, Curtin University",-5rAFa8AAAAJ,"['Psychology', 'Health']",male,18861,64,
social science,David Stuckler,https://scholar.google.co.uk/citations?view_op=medium_photo&user=W03REUoAAAAJ&citpid=4,Bocconi University,W03REUoAAAAJ,"['global health', 'political economy', 'sociology']",male,18560,60,
social science,Joan Acker,https://scholar.google.co.uk/citations?view_op=medium_photo&user=3d773w0AAAAJ&citpid=1,"Sociology, University of Oregon",3d773w0AAAAJ,"['sociology', 'gender', 'work', 'organizations', 'feminism']",female,18369,35,
social science,Ulrich Trautwein,https://scholar.google.co.uk/citations?view_op=medium_photo&user=UHnApKoAAAAJ&citpid=2,"University of Tbingen, Universitt Tbingen",UHnApKoAAAAJ,"['Psychology', 'Education Sciences']",male,18147,74,
social science,Jri Allik,https://scholar.google.co.uk/citations?view_op=medium_photo&user=xaxV8_8AAAAJ&citpid=2,"University of Tartu, Professor of Experimental Psychology",xaxV8_8AAAAJ,"['psychology', 'perception', 'personality', 'neuroscience']",male,18058,58,
social science,Charles Hillman,https://scholar.google.co.uk/citations?view_op=medium_photo&user=48lEAq8AAAAJ&citpid=3,"Department of Psychology, Department of PTMRS, Northeastern University",48lEAq8AAAAJ,"['Kinesiology', 'Psychology', 'Development', 'Cognitive Neuroscience']",male,17984,65,
social science,WI Thomas,https://scholar.google.co.uk/citations?view_op=medium_photo&user=cAt1_psAAAAJ&citpid=2,"Sociology, University of Tennessee, Oberlin College, University of Chicago",cAt1_psAAAAJ,['sociology'],male,17979,109,
social science,Patrick Davies,https://scholar.google.co.uk/citations?view_op=medium_photo&user=aNnEdoMAAAAJ&citpid=3,"Professor of Psychology, University of Rochester",aNnEdoMAAAAJ,['psychology'],male,17819,61,
social science,Olaf K?ller,https://scholar.google.co.uk/citations?view_op=medium_photo&user=IftNdo0AAAAJ&citpid=2,"Professor of Educational Research, Leibniz Institute for Science and Mathematics Education",IftNdo0AAAAJ,"['Education', 'Psychology']",male,17685,68,
social science,Paul R Yarnold,https://scholar.google.co.uk/citations?view_op=medium_photo&user=7nmb-u4AAAAJ&citpid=2,"CEO, Optimal Data Analysis",7nmb-u4AAAAJ,"['Statistics', 'Robotics', 'Systems', 'Medicine', 'Psychology']",male,17509,57,
social science,Andrew Watson,https://scholar.google.co.uk/citations?view_op=medium_photo&user=RjkjOcAAAAAJ&citpid=3,"Chief Vision Scientist, Apple",RjkjOcAAAAAJ,"['Vision', 'Neuroscience', 'Psychology', 'Computer Vision', 'Image Processing']",male,17500,71,
social science,Reinhold Kliegl,https://scholar.google.co.uk/citations?view_op=medium_photo&user=nxD9IfcAAAAJ&citpid=3,University of Potsdam,nxD9IfcAAAAJ,"['Psychology', 'Cognitive Science', 'Experimental Psychology', 'Developmental Psychology', 'Eye Movements']",male,17479,69,
social science,"Mark D. Shriver, Ph.D.",https://scholar.google.co.uk/citations?view_op=medium_photo&user=96BHqNcAAAAJ&citpid=3,"Professor of Anthropology, Penn State University",96BHqNcAAAAJ,"['Genetics', 'Population Genetics', 'Pigmentation', 'Facial Features', 'Anthropology']",male,16925,68,
social science,Carl May,https://scholar.google.co.uk/citations?view_op=medium_photo&user=NSME6xEAAAAJ&citpid=2,"Professor of Medical Sociology, London School of Hygiene and Tropical Medicine",NSME6xEAAAAJ,"['Sociology', 'medical sociology', 'implementation science', 'science and technology studies', 'health services research']",male,16735,74,
social science,peter bearman,https://scholar.google.co.uk/citations?view_op=medium_photo&user=sfaRGkUAAAAJ&citpid=6,columbia university,sfaRGkUAAAAJ,['Sociology'],male,16607,46,
social science,Jon Erlandson,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Ke7m-mwAAAAJ&citpid=2,"Professor of Anthropology, Executive Director of the Museum of Natural & Cultural Historty University",Ke7m-mwAAAAJ,"['Archaeology', 'Anthropology', 'Historical Ecology', 'Human Migrations',  'Seafaring and Maritime Adaptations']",male,16387,53,
social science,Toshio Yamagishi,https://scholar.google.co.uk/citations?view_op=medium_photo&user=W_U0u6cAAAAJ&citpid=2,"Hitotsubashi University, Hokkaido University, Tokyo UniversityUniversity of Washington",W_U0u6cAAAAJ,"['psychology', 'sociology', 'behavioral economics']",male,15950,55,
social science,Dan Kahan,https://scholar.google.co.uk/citations?view_op=medium_photo&user=8P7tOMAAAAAJ&citpid=3,"Elizabeth K. Dollard Professor of Law & Professor of Psychology, Yale Law School",8P7tOMAAAAAJ,"['Science communication', 'Risk perception', 'Decision Science', 'Law']",male,15942,55,
social science,Mitchell Dean,https://scholar.google.co.uk/citations?view_op=medium_photo&user=hUD0-FoAAAAJ&citpid=5,Copenhagen Business School,hUD0-FoAAAAJ,"['Political', 'Sovereignty', 'Liberalism', 'Social', 'Foucault']",male,15857,32,
social science,Douglas D. Heckathorn,https://scholar.google.co.uk/citations?view_op=medium_photo&user=K6_SR54AAAAJ&citpid=2,Cornell University,K6_SR54AAAAJ,"['Sociology', 'Public Health', 'HIV']",male,15440,45,
social science,Wayne Baker,https://scholar.google.co.uk/citations?view_op=medium_photo&user=H9w-6tcAAAAJ&citpid=3,"Professor of Management & Organizations, Professor of Sociology, University of Michigan",H9w-6tcAAAAJ,"['sociology', 'networks', 'values', 'culture', 'social capital']",male,15153,32,
social science,Jonathan Simon,https://scholar.google.co.uk/citations?view_op=medium_photo&user=nipCxXIAAAAJ&citpid=2,"Professor of Law, UC Berkeley",nipCxXIAAAAJ,"['criminology', 'law', 'prisons']",male,14778,45,
social science,beverley skeggs,https://scholar.google.co.uk/citations?view_op=medium_photo&user=gpMWciYAAAAJ&citpid=4,"Professor of Sociology, Goldsmiths, University of London",gpMWciYAAAAJ,"['sociology', 'cultural studies', 'media', 'gender', ""women's studies""]",female,14470,41,
social science,Alan Acock,https://scholar.google.co.uk/citations?view_op=medium_photo&user=2lZZgJMAAAAJ&citpid=2,"University Distinguished Professor Emeritus, Oregon State University",2lZZgJMAAAAJ,"['quantitative methods', 'family studies', 'incarnation and re-entry', 'sociology']",male,14451,57,
social science,Pablo T. Spiller,https://scholar.google.co.uk/citations?view_op=medium_photo&user=dL2KEJIAAAAJ&citpid=2,"University of California, Berkeley - Haas School of Business",dL2KEJIAAAAJ,"['Economics of Institutions', 'Contracts', 'Law']",male,14337,61,
social science,Donald Cressey,https://scholar.google.co.uk/citations?view_op=medium_photo&user=EUKxZzUAAAAJ&citpid=2,"Sociology/Criminology, University of California, Santa Barbara",EUKxZzUAAAAJ,"['criminology', 'sociology', 'penology']",male,14298,35,
social science,James Inciardi,https://scholar.google.co.uk/citations?view_op=medium_photo&user=q5810AUAAAAJ&citpid=2,"Sociology & Criminal Justice, University of Delaware",q5810AUAAAAJ,"['sociology', 'criminal justice', 'criminology', 'drugs']",male,14193,63,
social science,Walter Gove,https://scholar.google.co.uk/citations?view_op=medium_photo&user=VTAz-U0AAAAJ&citpid=1,Vanderbilt University,VTAz-U0AAAAJ,['Sociology'],male,13979,41,
social science,Jan Nederveen Pieterse,https://scholar.google.co.uk/citations?view_op=medium_photo&user=k2opPPwAAAAJ&citpid=1,"University of California, Santa Barbara",k2opPPwAAAAJ,"['globalization', 'sociology', 'cultural studies', 'development studies', 'political economy']",male,13810,44,
social science,WL Jungers,https://scholar.google.co.uk/citations?view_op=medium_photo&user=tMavHHQAAAAJ&citpid=2,Stony Brook and Diego Suarez,tMavHHQAAAAJ,"['primates', 'anthropology', 'evolution', 'anatomy', 'locomotion']",male,13707,66,
social science,PROF SHANTA B SINGH,https://scholar.google.co.uk/citations?view_op=medium_photo&user=U6u8M6QAAAAJ&citpid=2,University of KwaZulu Natal,U6u8M6QAAAAJ,"['Criminology', 'Sociology', 'Anthropology']",female,13598,47,
social science,Jeffrey Segal,https://scholar.google.co.uk/citations?view_op=medium_photo&user=vqrUSDcAAAAJ&citpid=2,Stony Brook University,vqrUSDcAAAAJ,"['American politics', 'public law', 'law', 'constitutional law', 'judicial politics']",male,13494,47,
social science,Andreas Wimmer,https://scholar.google.co.uk/citations?view_op=medium_photo&user=2q4bmJMAAAAJ&citpid=5,Lieber Professor of Sociology and Political Philosophy at Columbia University,2q4bmJMAAAAJ,"['sociology', 'nationalism', 'state formation', 'ethnicity', 'conflict and war']",male,13177,36,
social science,Luis Moreno Fernndez,https://scholar.google.co.uk/citations?view_op=medium_photo&user=lM2vXGoAAAAJ&citpid=3,"Professor of Social Sciences, Spanish National Research Council (IPP, CSIC), Madrid University",lM2vXGoAAAAJ,"['political science', 'ciencia politica', 'sociology']",male,12913,56,
social science,Stephen Mennell,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ZMApUVMAAAAJ&citpid=1,"Professor Emeritus of Sociology, University College Dublin",ZMApUVMAAAAJ,"['Sociology', 'History']",male,12844,29,
social science,"James F. Short, Jr.",https://scholar.google.co.uk/citations?view_op=medium_photo&user=5qrjD64AAAAJ&citpid=2,"Sociology, Washington State University",5qrjD64AAAAJ,"['criminology', 'sociology', 'crime', 'gangs', 'delinquency']",male,12754,44,
social science,Yu Xie,https://scholar.google.co.uk/citations?view_op=medium_photo&user=yF9AT-4AAAAJ&citpid=2,Princeton University,yF9AT-4AAAAJ,"['Sociology', 'Demography', 'Social Statistics', 'Research Methods', 'China']",male,12639,53,
social science,James D. Wright,https://scholar.google.co.uk/citations?view_op=medium_photo&user=p35jrK8AAAAJ&citpid=3,"Professor of Sociology, University of Central Florida",p35jrK8AAAAJ,"['sociology', 'social science']",male,12618,53,
social science,Satheesh Kumar,https://scholar.google.co.uk/citations?view_op=medium_photo&user=rbNItAIAAAAJ&citpid=2,"Associate Professor of Missiology, AECS, Bangalore, Studied at SAIACS ",rbNItAIAAAAJ,"['Theology', 'Missiology', 'Sociology', 'Hermeneutics',  'Philosophy']",male,12544,60,
social science,Albert K. Cohen,https://scholar.google.co.uk/citations?view_op=medium_photo&user=_GMxJzEAAAAJ&citpid=2,"Sociology, University of Connecticut",_GMxJzEAAAAJ,"['criminology', 'sociology', 'gangs', 'deviance']",male,12330,33,
social science,Richard Cooke,https://scholar.google.co.uk/citations?view_op=medium_photo&user=xnW8jWkAAAAJ&citpid=2,Smithsonian Tropical Research Institute,xnW8jWkAAAAJ,"['Anthropology', 'Biology', 'Prehispanic Archaeology', 'Genetic', 'History']",male,12297,29,
social science,Juergen Gerhards,https://scholar.google.co.uk/citations?view_op=medium_photo&user=qgZ7mMkAAAAJ&citpid=2,"Professor of Sociology, Freie Universitt Berlin",qgZ7mMkAAAAJ,['Sociology'],male,12261,48,
social science,Gresham Sykes,https://scholar.google.co.uk/citations?view_op=medium_photo&user=7lBXR6MAAAAJ&citpid=2,"Sociology/Criminology, University of Virginia",7lBXR6MAAAAJ,"['criminology', 'sociology', 'prisons']",male,12260,18,
social science,Richard Harper,https://scholar.google.co.uk/citations?view_op=medium_photo&user=RGVGixkAAAAJ&citpid=2,Social Shaping Research,RGVGixkAAAAJ,"['Human Computer Interaction', 'Sociology', 'Ethnomethodology', 'Communications', 'Philosophy']",male,12242,53,
social science,Peggy C. Giordano,https://scholar.google.co.uk/citations?view_op=medium_photo&user=cPCHycsAAAAJ&citpid=2,"Distinguished Research Professor Emeritus of Sociology, Bowling Green State University",cPCHycsAAAAJ,"['Sociology', 'Criminology', 'Qualitative Methods']",female,12198,54,
social science,Edwin Sutherland,https://scholar.google.co.uk/citations?view_op=medium_photo&user=Hw68N5kAAAAJ&citpid=2,"Sociology/Criminology, Indiana University",Hw68N5kAAAAJ,"['Criminology', 'Sociology', 'Differential Association', 'White-Collar Crime']",male,12091,24,
social science,Gary Feinman,https://scholar.google.co.uk/citations?view_op=medium_photo&user=BGwUdRoAAAAJ&citpid=2,"MacArthur Curator of Anthropology, The Field Museum",BGwUdRoAAAAJ,"['archaeology', 'anthropology', 'ancient history', 'economies', 'social evolution']",male,11923,49,
social science,Jon Norberg,https://scholar.google.co.uk/citations?view_op=medium_photo&user=SCvbMCUAAAAJ&citpid=2,Stockholm university,SCvbMCUAAAAJ,"['ecology', 'sustainability science', 'sociology']",male,11557,32,
social science,William Clyde Wilcox,https://scholar.google.co.uk/citations?view_op=medium_photo&user=WVEqB8cAAAAJ&citpid=2,Georgetown University,WVEqB8cAAAAJ,"['Political Science', 'Sociology.']",male,11257,53,
social science,Lenore Manderson,https://scholar.google.co.uk/citations?view_op=medium_photo&user=qUtTH8EAAAAJ&citpid=2,"Professor, University of the Witwatersrand and Brown University",qUtTH8EAAAAJ,"['anthropology', 'medical anthropology', 'social history of medicine', 'public health']",female,11231,50,
social science,Wendy  Manning,https://scholar.google.co.uk/citations?view_op=medium_photo&user=n7EP8qUAAAAJ&citpid=2,Bowling Green State University,n7EP8qUAAAAJ,"['Family', 'Sociology', 'Demography']",female,11217,56,
social science,Jennifer Skeem,https://scholar.google.co.uk/citations?view_op=medium_photo&user=X8Vc660AAAAJ&citpid=2,University of California Berkeley,X8Vc660AAAAJ,"['psychology', 'law', 'policy']",female,11077,56,
social science,Clifford Shaw,https://scholar.google.co.uk/citations?view_op=medium_photo&user=HgO93EUAAAAJ&citpid=2,"Sociology, University of Chicago",HgO93EUAAAAJ,"['sociology', 'criminology', 'neighborhoods']",male,11007,8,
social science,Udo Kelle,https://scholar.google.co.uk/citations?view_op=medium_photo&user=eBGkpmUAAAAJ&citpid=2,"Professur fr Methoden empirischer Sozialforschung, Helmut-Schmidt-Universitt",eBGkpmUAAAAJ,"['sociology', 'methodology', 'qualitative methods', 'evaluation']",male,10847,34,
social science,Francesco C. Billari,https://scholar.google.co.uk/citations?view_op=medium_photo&user=-JR6yo4AAAAJ&citpid=2,"Professor of Demography, Bocconi University",#NAME?,"['demography', 'life course', 'sociology', 'family', 'social statistics']",male,10710,49,
social science,Geoffrey Lawrence,https://scholar.google.co.uk/citations?view_op=medium_photo&user=zRfgd-EAAAAJ&citpid=2,The University of Queensland,zRfgd-EAAAAJ,"['Rural Sociology', 'Sociology of Food and Agriculture', 'Food Security', 'Sociology']",male,10651,50,
social science,Peter Sheridan Dodds,https://scholar.google.co.uk/citations?view_op=medium_photo&user=xK3kOxQAAAAJ&citpid=3,"Professor, Computational Story Lab, Center for Complex Systems, Math/Stats",xK3kOxQAAAAJ," ['Sociology', 'Psychology','Language and Stories', 'Sociotechnical Phenomena',  'Complex Systems']",male,10582,33,
social science,Mauro Serafini,https://scholar.google.co.uk/citations?view_op=medium_photo&user=KBgLzyAAAAAJ&citpid=3,Teramo University,KBgLzyAAAAAJ,"['Functional plant food', 'postprandial inflammatory and oxidative\xa0?, 'human', 'flavonoids', 'eco-nutrition']",male,10567,46,
social science,Ning Zhu,https://scholar.google.co.uk/citations?view_op=medium_photo&user=NBLXb8UAAAAJ&citpid=2,"PBC School of Finance, Tsinghua University, Shanghai Advanced Institute of Finance, UC University",NBLXb8UAAAAJ,"['finance', 'economics', 'law', 'management']",male,10457,41,
social science,Michael R. Roberts,https://scholar.google.co.uk/citations?view_op=medium_photo&user=sRnFi-EAAAAJ&citpid=3,"William H. Lawrence Professor of Finance, The Wharton School, University of Pennsylvania",sRnFi-EAAAAJ,"['Finance', 'Economics', 'Econometrics', 'Statistics', 'Law']",male,10391,85,
social science,Sarah A. Soule,https://scholar.google.co.uk/citations?view_op=medium_photo&user=u_jPc_wAAAAJ&citpid=2,"Professor of Organizational Behavior, Stanford University",u_jPc_wAAAAJ,"['Sociology', 'Political Sociology', 'Social Movements', 'Organizations']",female,10365,42,
social science,Tim Edensor,https://scholar.google.co.uk/citations?view_op=medium_photo&user=GSHnIjQAAAAJ&citpid=3,,GSHnIjQAAAAJ,"['Cultural Geography', 'sociology']",male,10214,42,
social science,James D. Wright,https://scholar.google.co.uk/citations?view_op=medium_photo&user=sgFgZM4AAAAJ&citpid=2,University of Central Florida,sgFgZM4AAAAJ,"['sociology', 'social sciences']",male,10210,53,
social science,Cris Shore,https://scholar.google.co.uk/citations?view_op=medium_photo&user=kIoooeQAAAAJ&citpid=4,Auckland University,kIoooeQAAAAJ,"['Anthropology', 'politics', 'europe', 'audit culture', 'university reform']",male,10061,38,
social science,Rowland Atkinson,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ZQYHdoYAAAAJ&citpid=2,University of Sheffield,ZQYHdoYAAAAJ,"['Criminology', 'Sociology', 'Urban Studies', 'Housing Studies']",male,9986,41,
social science,Henry Prakken,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ZyaLOy4AAAAJ&citpid=3,"Department of Information and Computing Sciences, Faculty of Science, Utrecht University",ZyaLOy4AAAAJ,"['Artificial Intelligence',  'Argumentation', 'Law', 'Logic']",male,9936,47,
social science,Jashandeep Singh(Jashan Kheiva),https://scholar.google.co.uk/citations?view_op=medium_photo&user=q05AHrcAAAAJ&citpid=2,"Assistant Professor, Bahra Faculty of Management, Rayat-Bahra Patiala Campus.",q05AHrcAAAAJ,"['fashion', 'advertising', 'sociology', 'event mgt', 'marketing']",male,9883,41,
social science,James Moody,https://scholar.google.co.uk/citations?view_op=medium_photo&user=sF0O-pIAAAAJ&citpid=2,"Professor, Duke University",sF0O-pIAAAAJ,"['Sociology', 'Social Networks', 'Social Network Analysis', 'Quantitative Methods']",male,9837,37,
social science,Theo G. van Tilburg,https://scholar.google.co.uk/citations?view_op=medium_photo&user=VVoZ-ZIAAAAJ&citpid=6,"Professor of Sociology and Social Gerontology, Vrije Universiteit Amsterdam",VVoZ-ZIAAAAJ,"['Sociology', 'Social Gerontology', 'Personal Networks', 'Loneliness', 'Aging']",male,9830,50,
social science,Jason Owen-Smith,https://scholar.google.co.uk/citations?view_op=medium_photo&user=QopoQ1MAAAAJ&citpid=3,"Professor of Sociology. Executive Director, Institution for Research on Innovation & Science University",QopoQ1MAAAAJ," ['Sociology', 'Organization Theory', 'Economic Sociology', 'Networks',  'Innovation']""",male,9627,30,
social science,Wendy Larner,https://scholar.google.co.uk/citations?view_op=medium_photo&user=2TnS9BwAAAAJ&citpid=2,"Professor of Human Geography and Sociology, University of Bristol",2TnS9BwAAAAJ,"['geography', 'sociology', 'political science']",female,9585,37,
social science,Alan H. Goodman,https://scholar.google.co.uk/citations?view_op=medium_photo&user=LX_TWbIAAAAJ&citpid=1,Hampshire College,LX_TWbIAAAAJ,['Anthropology'],male,9516,46,
social science,Paul M. de Graaf,https://scholar.google.co.uk/citations?view_op=medium_photo&user=WvaJ-9IAAAAJ&citpid=4,Tilburg University,WvaJ-9IAAAAJ,"['Sociology', 'social stratification', 'inequality', 'family']",male,9400,38,
social science,Yossi Shavit,https://scholar.google.co.uk/citations?view_op=medium_photo&user=brfWXKMAAAAJ&citpid=3,"Professor of Sociology, Tel Aviv University",brfWXKMAAAAJ,"['Sociology', 'education', 'social stratification']",male,9384,35,
social science,Robert W. McGee,https://scholar.google.co.uk/citations?view_op=medium_photo&user=bzM7eWoAAAAJ&citpid=3,Fayetteville State University,bzM7eWoAAAAJ,"['accounting', 'taxation', 'ethics', 'economics', 'law']",male,9285,43,
social science,Harry BG Ganzeboom,https://scholar.google.co.uk/citations?view_op=medium_photo&user=-abxxmUAAAAJ&citpid=2,"Professor of Sociology and Social Research Methodology, VU University Amsterdam",#NAME?,['Sociology'],male,9254,33,
social science,Christopher Uggen,https://scholar.google.co.uk/citations?view_op=medium_photo&user=8c95RVAAAAAJ&citpid=4,"Regents Professor & Martindale Chair in Sociology & Law, University of Minnesota",8c95RVAAAAAJ,"['sociology', 'criminology', 'law', 'inequality', 'deviance']",male,9216,42,
social science,Guy Cowlishaw,https://scholar.google.co.uk/citations?view_op=medium_photo&user=3PakMhAAAAAJ&citpid=5,"Senior Research Fellow, Institute of Zoology",3PakMhAAAAAJ,"['behavioural ecology', 'conservation biology', 'anthropology']",male,9182,49,
social science,Teresa PR Caldeira,https://scholar.google.co.uk/citations?view_op=medium_photo&user=psu2IAcAAAAJ&citpid=1,"Professor of City and Regional Planning, UC Berkeley",psu2IAcAAAAJ,"['urbanism', 'anthropology', 'planning', 'street art', 'youth']",female,9174,30,
social science,Grace Kao,https://scholar.google.co.uk/citations?view_op=medium_photo&user=PUBrgJYAAAAJ&citpid=6,"Professor of Sociology, Faculty Dir of Education Studies, Yale University",PUBrgJYAAAAJ,"['Sociology', 'Immigration', 'Race', 'Ethnicity', 'Education']",female,9165,34,
social science,"Omer Stewart, 1908-1991",https://scholar.google.co.uk/citations?view_op=medium_photo&user=Tp4r-XIAAAAJ&citpid=2,"by Carl Stewart, Libraries, University of Colorado",Tp4r-XIAAAAJ,['Anthropology'],male,9102,46,
social science,Susan Wright,https://scholar.google.co.uk/citations?view_op=medium_photo&user=KU8wz1wAAAAJ&citpid=2,Aarhus University,KU8wz1wAAAAJ,"['Anthropology', 'Education', 'Policy']",female,8657,32,
social science,Dean Falk,https://scholar.google.co.uk/citations?view_op=medium_photo&user=vXF3Fn0AAAAJ&citpid=2,Professor of Anthropology,vXF3Fn0AAAAJ,"['anthropology', 'biological anthropology', 'physical anthropology', 'paleoanthropology', 'paleoneurology']",female,8331,51,
social science,Barry Bogin,https://scholar.google.co.uk/citations?view_op=medium_photo&user=si5nSQkAAAAJ&citpid=2,"Professor of Biological Anthropology, Loughborough University",si5nSQkAAAAJ,"['Anthropology', 'Human Biology', 'Life History Theory', 'Human Evolution', 'Nutrition']",male,8246,42,
social science,James H.  Liu,https://scholar.google.co.uk/citations?view_op=medium_photo&user=TLVo9HsAAAAJ&citpid=2,"Professor of Psychology, Massey University",TLVo9HsAAAAJ,"['Social', 'political', 'cross-cultural', 'indigenous psychology', 'Digital (mass media) Influence']",male,8052,47,
social science,William Foley,https://scholar.google.co.uk/citations?view_op=medium_photo&user=b0oGMu0AAAAJ&citpid=3,"Professor O Linguistics, University of Sydney",b0oGMu0AAAAJ,"['linguistics', 'anthropology']",male,7946,55,
social science,Luzi Hail,https://scholar.google.co.uk/citations?view_op=medium_photo&user=lRlN6DQAAAAJ&citpid=2,"The Wharton School, University of Pennsylvania",lRlN6DQAAAAJ,"['Accounting', 'Valuation', 'Law', 'Finance']",male,7902,18,
social science,"Marcus Fontain, JD.",https://scholar.google.co.uk/citations?view_op=medium_photo&user=Dsh_CmcAAAAJ&citpid=3,President & CEO of Unimundo Corporation,Dsh_CmcAAAAJ,"['Law', 'Fying', 'Entertainment Industry', 'Publisher', 'Traveling']",male,7671,17,
social science,Dan L. Burk,https://scholar.google.co.uk/citations?view_op=medium_photo&user=GgDZ3eAAAAAJ&citpid=2,"Professor of Law,  University of California, Irvine",GgDZ3eAAAAAJ,"['Law', 'Intellectual Property', 'Biotechnology', 'Patent', 'Cyberlaw']",male,7648,38,
social science,Stanton Wortham,https://scholar.google.co.uk/citations?view_op=medium_photo&user=sf4XfXUAAAAJ&citpid=2,University of Pennsylvania,sf4XfXUAAAAJ,"['education', 'anthropology', 'sociolinguistics', 'development']",male,7612,34,
social science,William Fischel,https://scholar.google.co.uk/citations?view_op=medium_photo&user=5gFlQCQAAAAJ&citpid=2,"Professor of Economics, Dartmouth College",5gFlQCQAAAAJ,"['local government', 'property taxation', 'zoning', 'land use', 'law']",male,7408,40,
social science,William W. Dressler,https://scholar.google.co.uk/citations?view_op=medium_photo&user=OUAkfjUAAAAJ&citpid=1,"Professor of Anthropology, The University of Alabama",OUAkfjUAAAAJ,['Anthropology'],male,7186,48,
social science,Josep Colomer,https://scholar.google.co.uk/citations?view_op=medium_photo&user=C1L7YmAAAAAJ&citpid=2,Georgetown University,C1L7YmAAAAAJ,"['Political science', 'Economics', 'Social sciences', 'History', 'Law']",male,7129,37,
social science,Roscoe Stanyon,https://scholar.google.co.uk/citations?view_op=medium_photo&user=wlVhfrYAAAAJ&citpid=3,Florence University,wlVhfrYAAAAJ,"['anthropology', 'human and primate evolution', 'comparative cytogenetics']",male,7001,49,
social science,John Gardner,https://scholar.google.co.uk/citations?view_op=medium_photo&user=x1Xu-A4AAAAJ&citpid=4,"Professor of Law and Philosophy, University of Oxford",x1Xu-A4AAAAJ,"['Law', 'philosophy', 'ethics']",male,6939,29,
social science,Ale? Hrdli?ka,https://scholar.google.co.uk/citations?view_op=medium_photo&user=-NjtTTgAAAAJ&citpid=2,"Dept. Anthropology, National Museum of Natural History, Smithsonian Institution",#NAME?,"['Anthropology', 'Physical Anthropology']",male,6812,39,
social science,Andrew D. Martin,https://scholar.google.co.uk/citations?view_op=medium_photo&user=EwA8iG0AAAAJ&citpid=5,"Dean of the College of Literature, Science, and the Arts",EwA8iG0AAAAJ,"['Political Methodology', 'Empirical Legal Studies', 'Judicial Politics', 'Law', 'Applied Statistics']",male,6746,33,
social science,Daniel Cyr,https://scholar.google.co.uk/citations?view_op=medium_photo&user=x6G05WUAAAAJ&citpid=4,"Professor, INRS-Institut Armand-Frappier",x6G05WUAAAAJ,"['epididymis', 'reproduction', 'rat', 'human', 'fish']",male,6698,50,
social science,Bernardino de Sahagn,https://scholar.google.co.uk/citations?view_op=medium_photo&user=p_Tw9TcAAAAJ&citpid=2,"Franciscanos, Universidad de Salamanca, Colegio de Santa Cruz de Tlatelolco, Convento University",p_Tw9TcAAAAJ,"['Anthropology', 'Linguistics', 'History']",male,6475,22,
social science,Carles Feixa,https://scholar.google.co.uk/citations?view_op=medium_photo&user=05fOrPQAAAAJ&citpid=3,"Professor of Social Anthropology, Universitat Pompeu Fabra",05fOrPQAAAAJ,"['Anthropology', 'Communication', 'Youth', 'Gangs', 'Social movements']",male,6466,40,
social science,Dov Greenbaum JD PhD,https://scholar.google.co.uk/citations?view_op=medium_photo&user=ih_fL3YAAAAJ&citpid=2,"Director, Zvi Meitar Institute for Legal Implications of Emerging Technologies, IDC Herzliya",ih_fL3YAAAAJ,"['ELSI', 'Genomics', 'Law', 'Privacy', 'Intellectual Property']",male,6379,18,
social science,Betty J. Meggers (1921-2012),https://scholar.google.co.uk/citations?view_op=medium_photo&user=6Zonku4AAAAJ&citpid=3,"Dept. Anthropology, National Museum of Natural History, Smithsonian Institution",6Zonku4AAAAJ,"['Anthropology', 'Ethnology', 'Amazonia']",female,6352,39,
